FileName	X	Y	Z	W	P	Q	R
FileName	X	Y	Z	W	P	Q	R
2017-11-08/IMG_4576.JPG	-64.943850	1.589715	-88.102200	0.695480	-0.056560	-0.711962	0.078856
2017-11-08/IMG_4581.JPG	-64.445990	1.572480	-95.643120	0.710603	-0.039072	-0.699983	0.059510
2017-11-08/IMG_4582.JPG	-64.424610	1.543826	-96.708470	0.743096	-0.055916	-0.664040	0.061108
2017-11-08/IMG_4583.JPG	-64.501990	1.498293	-98.012990	0.730169	-0.068637	-0.676534	0.066661
2017-11-08/IMG_4584.JPG	-64.681370	1.559769	-98.926030	0.741739	-0.039490	-0.666692	0.061527
2017-11-08/IMG_4585.JPG	-65.029340	1.603194	-100.015700	0.752373	-0.058992	-0.651748	0.075364
2017-11-08/IMG_4580.JPG	-64.440550	1.586820	-94.397430	0.726599	-0.048114	-0.680186	0.084186
2017-11-08/IMG_4577.JPG	-64.908460	1.594395	-89.284520	0.709201	-0.038506	-0.699011	0.083278
2017-11-08/IMG_4578.JPG	-65.029750	1.608721	-90.672690	0.671836	-0.053639	-0.734986	0.074532
2017-11-08/IMG_4575.JPG	-64.881670	1.539945	-86.470000	0.676146	-0.066599	-0.727993	0.091746
2017-11-08/IMG_4574.JPG	-65.009260	1.601538	-85.357700	0.661315	-0.078713	-0.741506	0.081457
2017-11-08/IMG_4586.JPG	-65.211430	1.604772	-101.415200	0.752782	-0.059695	-0.652554	0.062685
2017-11-08/IMG_4587.JPG	-65.455390	1.667958	-102.540900	0.771799	-0.047043	-0.629690	0.074855
2017-11-08/IMG_4588.JPG	-65.669780	1.721000	-103.586500	0.792045	-0.033326	-0.605915	0.066496
2017-11-08/IMG_4573.JPG	-65.015300	1.656851	-83.855690	0.643067	-0.045132	-0.760730	0.075616
2017-11-08/IMG_4572.JPG	-65.016350	1.557518	-82.596720	0.671920	-0.073266	-0.731227	0.091991
2017-11-08/IMG_4571.JPG	-65.286970	1.569736	-81.072150	0.653632	-0.075657	-0.748003	0.086790
2017-11-08/IMG_4570.JPG	-65.564410	1.555844	-80.266590	0.651992	-0.061058	-0.750244	0.091171
2017-11-08/IMG_4569.JPG	-65.356050	1.610000	-78.279530	0.648916	-0.056393	-0.755498	0.070358
2017-11-08/IMG_4568.JPG	-65.110240	1.526479	-77.245370	0.599870	-0.067154	-0.794854	0.062071
2017-11-08/IMG_4567.JPG	-65.503940	1.673397	-76.033520	0.613272	-0.056516	-0.783860	0.079169
2017-11-08/IMG_4590.JPG	-66.062610	1.696554	-105.690100	0.808095	-0.030597	-0.583879	0.071638
2017-11-08/IMG_4591.JPG	-66.284310	1.724982	-106.787800	0.801582	-0.041865	-0.588752	0.095313
2017-11-08/IMG_4592.JPG	-66.293220	1.673701	-107.877700	0.808379	-0.030988	-0.581268	0.087697
2017-11-08/IMG_4593.JPG	-66.280460	1.588349	-108.958400	0.810561	-0.029898	-0.582438	0.053515
2017-11-08/IMG_4594.JPG	-66.316380	1.680439	-110.099600	0.842937	-0.029135	-0.534239	0.056552
2017-11-08/IMG_4595.JPG	-66.329170	1.756615	-111.169800	0.844475	-0.037565	-0.531570	0.053706
