FileName	P	Q	R	W	X	Y	Z
FileName	P	Q	R	W	X	Y	Z
seq9/frame00001.png	0.850277	0.057773	0.503718	0.141279	-14.830566	0.101748	13.257996
seq9/frame00002.png	0.845149	0.062195	0.512377	0.139012	-14.836994	0.195603	13.300664
seq9/frame00003.png	0.839894	0.062822	0.520613	0.139977	-14.844808	0.197716	13.373711
seq9/frame00004.png	0.824373	0.058279	0.540898	0.156340	-14.649637	-0.284695	13.470156
seq9/frame00005.png	0.837142	0.048740	0.523547	0.150721	-14.175427	-0.178097	13.673070
seq9/frame00006.png	0.871849	0.077046	0.456044	0.161140	-13.864563	-0.259767	14.141141
seq9/frame00007.png	0.882630	0.091849	0.426941	0.173927	-13.494946	-0.069877	14.611868
seq9/frame00008.png	0.884429	0.105952	0.412629	0.190518	-13.236337	-0.280033	15.246382
seq9/frame00009.png	0.884598	0.106723	0.417968	0.177196	-13.134006	0.380947	16.132162
seq9/frame00011.png	0.865914	0.084566	0.469754	0.149573	-12.910713	-0.215298	17.156812
seq9/frame00010.png	0.875934	0.079066	0.437848	0.186485	-13.001542	-0.643943	17.100811
seq9/frame00012.png	0.861322	0.072368	0.467682	0.184826	-12.729435	-0.660906	17.518447
seq9/frame00013.png	0.859527	0.095709	0.469845	0.176914	-12.842004	-0.525482	18.447665
seq9/frame00014.png	0.850799	0.095696	0.480977	0.188797	-12.724161	-0.566894	18.950602
seq9/frame00015.png	0.857764	0.089359	0.474071	0.177519	-12.763829	-0.412788	20.011107
seq9/frame00016.png	0.851191	0.088155	0.485255	0.179527	-12.658769	-0.554286	20.394142
seq9/frame00018.png	0.888727	0.045446	0.420705	0.176369	-12.750779	-0.917825	21.812288
seq9/frame00019.png	0.902011	0.035057	0.408066	0.136485	-12.759004	-0.795255	22.447157
seq9/frame00017.png	0.859392	0.064188	0.470787	0.188907	-12.828984	-1.103863	21.023430
seq9/frame00020.png	0.904359	0.022059	0.406998	0.126496	-12.614281	-0.879375	23.234032
seq9/frame00021.png	0.901444	0.029549	0.401551	0.159007	-12.862067	-1.109184	23.770828
seq9/frame00022.png	0.882297	0.055879	0.435528	0.169545	-12.420576	-1.314559	24.363562
seq9/frame00024.png	0.898081	0.074172	0.407914	0.146818	-12.223556	-1.820163	26.036276
seq9/frame00023.png	0.880051	0.077739	0.435248	0.173283	-12.446404	-1.084008	25.850700
seq9/frame00037.png	0.947057	0.035050	0.284400	0.144817	-10.092765	-2.679743	32.994892
seq9/frame00036.png	0.934685	0.033457	0.330213	0.127299	-10.855057	-1.646085	33.171332
seq9/frame00035.png	0.922338	0.033073	0.365194	0.121790	-10.835790	-1.782774	32.779512
seq9/frame00025.png	0.884520	0.073021	0.435287	0.151054	-12.581593	-1.548439	27.758631
seq9/frame00039.png	0.940480	0.026927	0.304528	0.148445	-9.153475	-2.668090	33.459999
seq9/frame00038.png	0.935529	0.032206	0.311481	0.163487	-9.271548	-1.982984	34.128332
seq9/frame00034.png	0.899150	0.019767	0.414103	0.140205	-11.487082	-2.876343	31.883914
seq9/frame00026.png	0.867085	0.082963	0.474321	0.127669	-12.537718	-1.435886	27.715308
seq9/frame00027.png	0.842098	0.078607	0.511667	0.151293	-12.809182	-1.382800	27.933346
seq9/frame00028.png	0.850654	0.077633	0.503332	0.130454	-12.874745	-0.696093	29.048253
seq9/frame00031.png	0.877205	0.038967	0.462373	0.123308	-12.536346	-0.922185	30.375381
seq9/frame00030.png	0.884923	0.045581	0.442045	0.139390	-12.301180	-1.776405	30.015298
seq9/frame00032.png	0.887210	0.040082	0.440490	0.131225	-11.909933	-1.819504	31.630966
seq9/frame00033.png	0.883491	0.032214	0.450083	0.125824	-12.074943	-1.403420	31.895694
seq9/frame00040.png	0.936837	0.023609	0.312531	0.155251	-7.908253	-1.747485	34.440088
seq9/frame00041.png	0.936308	0.028439	0.328307	0.121378	-7.618482	-1.656523	35.089071
seq9/frame00029.png	0.844631	0.066057	0.507965	0.155585	-12.798735	-1.653903	29.619792
seq9/frame00042.png	0.930062	0.029134	0.332767	0.152980	-7.209825	-2.145344	35.184793
seq9/frame00043.png	0.934135	0.034089	0.331987	0.126543	-6.962424	-1.623081	35.592884
seq9/frame00044.png	0.930657	0.007651	0.341203	0.131909	-6.203306	-1.919762	35.941866
seq9/frame00055.png	0.965816	-0.007805	0.233246	0.112849	-5.170766	-2.122067	42.083651
seq9/frame00054.png	0.966017	0.004980	0.227518	0.122563	-5.989963	-3.151027	41.776304
seq9/frame00056.png	0.969173	-0.007531	0.217252	0.115966	-4.395589	-3.290119	42.094263
seq9/frame00057.png	0.969809	-0.009226	0.223166	0.097892	-3.202409	-2.337823	42.403391
seq9/frame00058.png	0.965817	-0.008135	0.227950	0.123171	-3.009630	-3.144214	41.728442
seq9/frame00059.png	0.964774	-0.011498	0.224333	0.136947	-3.050346	-3.195717	40.617450
seq9/frame00060.png	0.958798	-0.012724	0.246943	0.139870	-2.716949	-3.159698	40.140468
seq9/frame00061.png	0.961581	-0.017388	0.236562	0.138195	-2.223571	-3.110673	39.517307
seq9/frame00062.png	0.960425	-0.022446	0.241551	0.136871	-1.701889	-2.976713	39.559225
seq9/frame00063.png	0.962573	-0.002460	0.226339	0.149058	-1.977658	-2.375253	38.893512
seq9/frame00064.png	0.959923	-0.024670	0.244522	0.134717	-1.270495	-2.183549	38.611784
seq9/frame00065.png	0.964335	-0.011149	0.227953	0.134060	-0.520013	-2.393242	38.449926
seq9/frame00066.png	0.960397	-0.011434	0.236943	0.146171	-0.207949	-2.209505	37.209124
seq9/frame00067.png	0.960603	-0.000923	0.238293	0.143030	-0.258399	-1.711144	37.525114
seq9/frame00053.png	0.948442	0.017411	0.292145	0.121680	-5.500054	-2.554793	41.779781
seq9/frame00068.png	0.966196	-0.001844	0.217532	0.138354	0.814627	-1.929327	36.596515
seq9/frame00069.png	0.964611	-0.000809	0.223312	0.140203	1.545811	-2.389773	36.722866
seq9/frame00052.png	0.934110	0.003769	0.342944	0.099061	-6.132309	-3.443295	40.678719
seq9/frame00070.png	0.964877	0.011836	0.232422	0.121869	1.480826	-1.454444	36.444683
seq9/frame00049.png	0.937746	0.009537	0.331602	0.102868	-4.903739	-2.409541	40.645680
seq9/frame00048.png	0.934129	0.018118	0.332271	0.129114	-5.571425	-2.929407	38.706482
seq9/frame00050.png	0.923201	-0.001707	0.375280	0.082836	-5.172016	-2.551807	40.793938
seq9/frame00051.png	0.910981	0.008509	0.396760	0.112353	-5.495802	-2.629286	40.406907
seq9/frame00047.png	0.927302	0.031311	0.346722	0.137531	-5.124586	-2.489990	38.575852
seq9/frame00071.png	0.975390	-0.002293	0.180946	0.125970	2.133274	-2.353501	35.969694
seq9/frame00072.png	0.970274	0.016592	0.212034	0.115474	3.134115	-1.819556	35.883463
seq9/frame00073.png	0.971630	-0.000099	0.198064	0.129247	4.027988	-2.100181	36.170316
seq7/frame00038.png	0.982394	0.007167	0.077692	0.169747	4.619661	-1.939654	38.793105
seq7/frame00034.png	0.981376	-0.009478	0.062270	0.181476	4.144103	-1.912785	38.102279
seq7/frame00037.png	0.981078	0.003344	0.097671	0.167135	4.876441	-2.606806	38.713177
seq7/frame00035.png	0.986756	-0.014269	0.033291	0.158117	3.517232	-1.559953	38.531746
seq7/frame00036.png	0.988065	-0.005764	0.078239	0.132563	2.501300	-1.136133	39.019861
seq7/frame00033.png	0.980343	0.004182	0.055137	0.189393	4.603807	-2.241403	37.549486
seq7/frame00040.png	0.980067	-0.002711	-0.034881	0.195564	5.376072	-2.801012	38.980310
seq7/frame00042.png	0.976588	0.004184	-0.059754	0.206611	7.092441	-2.306263	39.348688
seq7/frame00041.png	0.975667	0.001968	-0.040181	0.215535	6.543965	-2.624136	38.712438
seq7/frame00043.png	0.973564	-0.009224	-0.060944	0.219939	7.982512	-3.674299	38.050973
seq7/frame00039.png	0.976426	-0.024393	0.081706	0.198297	4.469203	-2.432464	39.735589
seq5/frame00068.png	0.977373	-0.037596	0.106842	0.178644	2.510704	-1.022034	28.184737
seq5/frame00067.png	0.984226	-0.018190	0.080944	0.156256	4.479221	-0.652423	28.293379
seq2/frame00041.png	0.975432	-0.006346	0.166686	0.143901	3.086060	-1.357109	28.374523
seq2/frame00042.png	0.979777	0.013531	0.134460	0.147564	3.280591	-1.062671	28.160425
seq2/frame00043.png	0.981863	0.023026	0.138943	0.126925	3.803051	-1.031573	27.736648
seq2/frame00044.png	0.980436	0.065496	0.115525	0.145289	4.419240	-0.922061	27.733317
seq2/frame00040.png	0.972577	0.013082	0.182035	0.144173	3.740371	-0.698119	29.252051
seq6/frame00001.png	0.967997	-0.010220	0.193384	0.159628	2.292031	-1.296775	27.086615
seq6/frame00002.png	0.970122	-0.008593	0.187610	0.153596	2.406873	-0.993044	27.362300
seq6/frame00003.png	0.969529	-0.011905	0.188101	0.156489	2.329283	-1.128812	27.133069
seq6/frame00004.png	0.973906	-0.030221	0.157293	0.160791	2.255175	-1.169438	26.592068
seq6/frame00005.png	0.977102	-0.010092	0.144131	0.156191	2.612253	-0.401585	26.497975
seq6/frame00006.png	0.967154	-0.009648	0.178410	0.180806	2.155907	-0.930372	25.953205
seq6/frame00007.png	0.964980	0.008776	0.173099	0.196909	2.007523	-0.433598	25.274881
seq6/frame00008.png	0.961119	0.021812	0.201228	0.187833	1.952977	-0.948119	24.500101
seq6/frame00009.png	0.959122	0.004310	0.208635	0.191150	2.064826	-0.878479	23.913006
seq5/frame00066.png	0.976763	-0.022516	0.112741	0.180879	4.194420	-1.231019	27.920207
seq5/frame00065.png	0.977146	-0.021008	0.099930	0.186439	5.100722	-1.506548	27.675992
seq6/frame00010.png	0.956721	0.011109	0.219254	0.191022	1.842740	-0.591118	23.302850
seq6/frame00011.png	0.952958	0.007635	0.216421	0.212075	1.941264	-0.803096	22.302933
seq6/frame00012.png	0.951669	0.006351	0.216389	0.217856	1.758826	-0.470646	21.751891
seq6/frame00014.png	0.954991	0.010613	0.188701	0.228628	1.508255	-0.839221	20.158176
seq6/frame00015.png	0.960749	-0.006512	0.165117	0.222836	1.864527	-0.027973	20.066436
seq6/frame00017.png	0.966346	-0.004849	0.098151	0.237737	2.701044	0.084910	19.174380
