FileName	X	Y	Z	W	P	Q	R
FileName	X	Y	Z	W	P	Q	R
seq9/frame00001.png	14.769430	-0.101748	-198.558000	0.850277	-0.141279	-0.503718	0.057773
seq9/frame00002.png	14.763010	-0.195603	-198.600700	0.845149	-0.139012	-0.512377	0.062195
seq9/frame00003.png	14.755190	-0.197716	-198.673700	0.839894	-0.139977	-0.520613	0.062822
seq9/frame00004.png	14.950360	0.284695	-198.770200	0.824373	-0.156340	-0.540898	0.058279
seq9/frame00005.png	15.424570	0.178097	-198.973100	0.837142	-0.150721	-0.523547	0.048740
seq9/frame00006.png	15.735440	0.259767	-199.441100	0.871850	-0.161140	-0.456044	0.077046
seq9/frame00007.png	16.105050	0.069877	-199.911900	0.882630	-0.173927	-0.426941	0.091849
seq9/frame00008.png	16.363660	0.280033	-200.546400	0.884429	-0.190518	-0.412629	0.105952
seq9/frame00009.png	16.466000	-0.380947	-201.432200	0.884598	-0.177196	-0.417968	0.106723
seq9/frame00011.png	16.689290	0.215298	-202.456800	0.865914	-0.149573	-0.469754	0.084566
seq9/frame00010.png	16.598460	0.643943	-202.400800	0.875934	-0.186485	-0.437848	0.079066
seq9/frame00012.png	16.870570	0.660906	-202.818500	0.861322	-0.184826	-0.467682	0.072368
seq9/frame00013.png	16.758000	0.525482	-203.747700	0.859527	-0.176914	-0.469845	0.095709
seq9/frame00014.png	16.875840	0.566894	-204.250600	0.850799	-0.188797	-0.480977	0.095696
seq9/frame00015.png	16.836170	0.412788	-205.311100	0.857764	-0.177519	-0.474071	0.089359
seq9/frame00016.png	16.941230	0.554286	-205.694200	0.851191	-0.179527	-0.485255	0.088155
seq9/frame00018.png	16.849220	0.917825	-207.112300	0.888727	-0.176369	-0.420705	0.045446
seq9/frame00019.png	16.841000	0.795255	-207.747200	0.902012	-0.136485	-0.408066	0.035057
seq9/frame00017.png	16.771020	1.103863	-206.323400	0.859392	-0.188907	-0.470787	0.064188
seq9/frame00020.png	16.985720	0.879375	-208.534000	0.904359	-0.126496	-0.406998	0.022059
seq9/frame00021.png	16.737930	1.109184	-209.070800	0.901444	-0.159007	-0.401551	0.029549
seq9/frame00022.png	17.179420	1.314559	-209.663600	0.882297	-0.169545	-0.435528	0.055879
seq9/frame00024.png	17.376450	1.820163	-211.336300	0.898081	-0.146818	-0.407914	0.074172
seq9/frame00023.png	17.153590	1.084008	-211.150700	0.880051	-0.173283	-0.435248	0.077739
seq9/frame00037.png	19.507240	2.679743	-218.294900	0.947057	-0.144817	-0.284400	0.035050
