Visual Landmark Dataset V1
ImageFile, Camera Position [X Y Z W P Q R]

D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4401.JPG -77.8127 0.0529567 128.446 0.623761 -0.138246 -0.765917 0.136219 1.23970305165 0.296438791832
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4410.JPG -77.3398 -0.0324667 117.491 0.688546 -0.120211 -0.714752 0.129451 1.84554619734 0.638004355691
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4404.JPG -77.1784 -0.0302826 123.282 0.646538 -0.107551 -0.758605 0.107162 1.39209753166 1.46368137901
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4407.JPG -77.1144 -0.0495733 119.955 0.679791 -0.134668 -0.715255 0.149956 1.75360655314 0.630306067915
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4406.JPG -77.1785 -0.102151 120.376 0.696613 -0.146507 -0.69003 0.145351 2.28255531883 0.984461272335
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4411.JPG -76.5746 -0.119696 117.801 0.644116 -0.113185 -0.754018 0.114362 0.91171332562 1.04484013161
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4402.JPG -76.7328 -0.111425 125.251 0.681086 -0.126724 -0.723717 0.12282 1.25396032527 0.380002062559
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4403.JPG -77.4819 -0.104837 124.336 0.731707 -0.138613 -0.667709 0.119795 1.62432414782 1.4363512833
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4408.JPG -78.0982 -0.160447 118.744 0.74513 -0.131229 -0.648628 0.133648 2.82806563398 0.963081647982
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4405.JPG -78.1823 -0.164664 123.201 0.774107 -0.146016 -0.619784 0.118233 2.21600514048 1.08802061493
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4409.JPG -77.8874 -0.23153 120.423 0.794691 -0.141802 -0.592558 0.105048 2.12704668189 0.866547018076
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4419.JPG -78.0958 -0.141657 117.198 0.797751 -0.103349 -0.597417 0.0801353 1.43270364197 0.894620469467
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4413.JPG -77.6301 -0.0638977 116.63 0.813736 -0.163546 -0.559675 0.101442 1.91351743908 0.895153023881
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4412.JPG -77.1413 -0.106399 116.837 0.636886 -0.129061 -0.748894 0.155775 1.50416849233 1.09363154615
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4414.JPG -77.5052 -0.0721507 119.958 0.524391 -0.102367 -0.844792 0.148215 2.21544275091 1.16868114384
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4418.JPG -77.3968 -0.0607941 120.804 0.500517 -0.0892554 -0.86549 0.128553 2.97164018925 1.20158764042
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4416.JPG -76.361 0.0495543 120.066 0.458528 -0.077513 -0.879661 0.132012 2.13132246292 1.6187311309
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4400.JPG -78.1117 -0.0939419 127.911 0.706061 -0.144464 -0.688803 0.127793 2.03128097508 0.452954088337
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4399.JPG -79.156 -0.0201945 130.477 0.688679 -0.158319 -0.703467 0.138818 1.65485634961 1.16552973883
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4398.JPG -79.5337 0.0296988 131.681 0.625143 -0.121851 -0.763981 0.13166 1.69479774063 0.702855366118
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4397.JPG -79.8959 0.0218931 132.06 0.609669 -0.113841 -0.782528 0.121796 2.23709264979 0.879846626552
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4396.JPG -79.8635 0.186549 135.494 0.524622 -0.103279 -0.844496 0.152951 0.879170783879 2.46182712674
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4392.JPG -83.6274 0.263791 136.698 0.561604 -0.134393 -0.802731 0.171914 2.03973738565 1.06407410228
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4395.JPG -80.0589 0.163523 136.466 0.38245 -0.091282 -0.909138 0.175816 1.00028318645 1.26812667021
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4393.JPG -80.9084 0.221957 138.419 0.391681 -0.097873 -0.902116 0.176471 0.97683886219 1.03329272196
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4388.JPG -88.7867 0.492823 135.987 0.604986 -0.152083 -0.76688 0.161937 2.76765071792 2.38097961037
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4387.JPG -90.3256 0.484159 137.451 0.615774 -0.152152 -0.765488 0.152094 1.68200961402 2.17592420617
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4386.JPG -90.7138 0.462154 137.528 0.613929 -0.109883 -0.782115 0.129914 1.32365085979 0.97634155223
D:/_git/posenet/PoseNet_Dataset/EngineeringBuilding/2017-11-08/IMG_4389.JPG -87.4999 0.442871 137.222 0.655804 -0.161453 -0.731949 0.154234 1.70912676941 1.2798075429
