Visual Landmark Dataset V1
ImageFile, Camera Position [X Y Z W P Q R]

D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00064.png 21.9477 -1.74443 -65.6487 0.745483 -0.0714124 0.66118 -0.0768403 0.660764854336 0.338930409212
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00067.png 23.3394 -1.56613 -67.6056 0.736371 -0.0428302 0.673315 -0.0511185 0.931395755294 0.43616832953
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00066.png 22.6421 -1.50944 -66.6357 0.724978 -0.0411933 0.684163 -0.0253504 0.529006709804 0.655804263386
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00069.png 24.1485 -1.52951 -68.5887 0.746032 -0.0327362 0.666628 -0.0455189 0.935133643447 0.228659244929
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00068.png 23.9359 -1.64971 -68.083 0.725325 -0.0428887 0.684257 -0.0687208 1.04967600932 0.476061732852
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00070.png 24.5729 -1.61887 -69.1597 0.764706 -0.0594554 0.644688 -0.0449781 0.812208055402 0.499015520436
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00071.png 24.607 -1.56931 -69.8832 0.770392 -0.0463379 0.639925 -0.0163654 0.659543364522 0.343726706154
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00072.png 25.1274 -1.62989 -70.3293 0.757719 -0.0534382 0.650743 -0.0476976 0.704809792857 0.411271200296
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00073.png 25.5905 -1.67328 -71.0884 0.767024 -0.0503915 0.646277 -0.0330898 1.0101476436 0.269968796584
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00065.png 22.5877 -1.62763 -66.2018 0.709396 -0.0536045 0.699901 -0.0481782 0.758078744288 0.306677166792
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00074.png 26.1944 -1.72056 -71.3923 0.787681 -0.0351914 0.616302 -0.0698136 0.942838757612 0.450839397062
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00075.png 26.8636 -1.66358 -72.1685 0.771141 -0.0451346 0.639848 -0.083103 1.29813859284 0.561600872383
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00076.png 27.3558 -1.69931 -72.7769 0.798382 -0.0285932 0.606934 -0.0633403 1.24445711829 0.565026531902
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00077.png 27.2215 -1.70731 -72.8904 0.765356 -0.0602191 0.644043 -0.0532633 0.598960464235 0.481037268776
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00078.png 27.8677 -1.60753 -73.3178 0.765791 -0.0652514 0.643015 -0.0283613 0.624366095275 0.489148798443
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00079.png 28.2843 -1.58059 -74.128 0.756636 -0.0506543 0.655942 -0.0356436 0.802477456606 0.350840375963
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00063.png 21.8565 -1.80885 -65.0194 0.776432 -0.0471836 0.633311 -0.0733972 0.6558983812 0.459049242245
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00062.png 21.3963 -1.93815 -64.4444 0.751675 -0.0555602 0.659121 -0.0862733 0.609919291835 0.413091931304
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00061.png 21.2319 -1.74924 -63.409 0.719856 -0.0488749 0.689761 -0.0951397 0.4998735821 0.393257759088
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00060.png 21.0894 -1.80437 -62.9612 0.701946 -0.0578292 0.707283 -0.0931302 0.649084136985 0.396590045516
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00059.png 20.8821 -1.85458 -62.0797 0.685233 -0.0462963 0.717137 -0.111816 0.544434840188 0.322666711918
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq8/frame00058.png 20.7343 -1.93603 -61.6046 0.67035 -0.0469036 0.731226 -0.136946 0.838966120964 0.479635974971
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00178.png 21.0582 -1.62932 -62.8302 0.725012 -0.0678549 0.666782 -0.169013 0.70182476025 0.319954749521
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00179.png 21.7404 -1.40306 -63.3132 0.723104 -0.0487684 0.666299 -0.191054 0.960929917407 0.557291771097
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00180.png 22.1725 -1.54394 -63.825 0.713523 -0.0670539 0.676455 -0.172195 0.776779269479 0.560941585408
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00177.png 20.6856 -1.58344 -61.9659 0.731204 -0.0601566 0.662717 -0.164038 0.611660237258 0.354300454736
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00185.png 24.6482 -1.63015 -65.9573 0.739228 -0.0881783 0.659231 -0.123305 0.76299247801 0.400778512757
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00186.png 25.0849 -1.65128 -66.6014 0.761477 -0.0718598 0.633889 -0.13561 0.954449378432 0.548410230173
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00184.png 24.1855 -1.61238 -65.1627 0.721895 -0.092307 0.673329 -0.136787 0.621939045485 0.292905756084
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00183.png 23.8857 -1.55022 -65.1462 0.68486 -0.0771031 0.709782 -0.133782 0.986963825661 0.676272674121
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00176.png 20.4955 -1.55444 -60.8143 0.73402 -0.101625 0.65429 -0.160781 0.405377136799 0.548234587491
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00039.png 24.2454 -1.56786 -64.0417 0.69979 -0.033985 0.707221 -0.0924222 0.475451005202 0.42455596596
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00040.png 23.8725 -1.62532 -63.904 0.689236 -0.0450917 0.715366 -0.100138 0.529910693562 0.345534309588
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00038.png 25.2477 -1.55256 -64.9481 0.723988 -0.0377362 0.681465 -0.114877 0.822243466379 0.395706338008
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00037.png 25.601 -1.56586 -65.6026 0.737819 -0.0433389 0.669666 -0.0991577 0.956023480233 0.384587254026
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00036.png 26.2782 -1.52657 -65.7442 0.754029 -0.0372619 0.652823 -0.0977704 0.787377652353 0.385481403004
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00035.png 26.5701 -1.61836 -66.2335 0.742599 -0.03826 0.665747 -0.0837311 0.737806884163 0.34580500284
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00034.png 27.2912 -1.54452 -67.0675 0.750552 -0.0402686 0.656356 -0.0951977 1.04836083995 0.474970649952
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00032.png 28.0739 -1.62195 -67.9027 0.746393 -0.0475462 0.662721 -0.0980718 0.822647128725 0.688062260449
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00033.png 27.2692 -1.67275 -67.453 0.761427 -0.040413 0.647598 -0.0892453 0.752447047301 0.515605325593
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00031.png 28.7835 -1.64483 -68.8369 0.759626 -0.0474502 0.647534 -0.100367 1.43109609672 0.470427537165
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00030.png 28.9903 -1.65781 -69.3949 0.744794 -0.0345547 0.666824 -0.0888442 1.32486903921 0.41895584617
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00029.png 29.4503 -1.62517 -69.9964 0.756194 -0.05224 0.653599 -0.104164 1.29135262162 0.437658428971
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00198.png 30.6313 -1.67944 -69.5705 0.772782 -0.0324724 0.638488 -0.0422046 0.960769865934 0.450060679284
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00197.png 29.9754 -1.54162 -69.7208 0.796255 -0.0473445 0.607812 -0.0651746 1.01233576001 0.434245205963
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00199.png 31.5045 -1.7004 -69.6484 0.76151 -0.0434431 0.652528 -0.0532167 0.892994418854 0.623234861288
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00200.png 32.1642 -1.68679 -69.678 0.747499 -0.0350055 0.666231 -0.0508569 0.870288098889 0.176491538576
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00201.png 32.7683 -1.68347 -69.6187 0.733835 -0.0309753 0.678462 -0.0587109 0.616181307359 0.50894585883
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00202.png 33.4603 -1.69713 -69.7877 0.729153 -0.0211596 0.682819 -0.0663741 0.747787155216 0.664132451272
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00203.png 33.9575 -1.78002 -70.0476 0.74329 -0.0131968 0.667836 -0.0582198 0.565862964147 0.330452952358
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00204.png 34.5901 -1.74141 -70.172 0.741061 -0.0235831 0.672511 -0.0587847 0.661323080425 0.500445133806
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00043.png 22.5767 -1.64665 -62.5972 0.667746 -0.0351449 0.739361 -0.0737256 0.755409551354 0.356750943906
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00042.png 23.2151 -1.64121 -62.914 0.66579 -0.0239264 0.738993 -0.0852596 0.928067728858 0.50287566989
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00044.png 22.0512 -1.69384 -61.6175 0.686487 -0.0311311 0.720348 -0.0911393 0.55864730208 0.413304869758
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00045.png 21.5999 -1.70394 -61.2118 0.656353 -0.0247628 0.745454 -0.0982824 0.472141429373 0.4358056978
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00046.png 21.3295 -1.69296 -60.589 0.655631 -0.0299825 0.747907 -0.0873256 0.567426202392 0.381880829191
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00041.png 23.9058 -1.73726 -63.581 0.642129 -0.0443356 0.757706 -0.098924 1.06562315571 0.564689676439
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq6/frame00205.png 35.4365 -1.71725 -70.8373 0.741149 -0.0523699 0.672118 -0.0688732 0.996912666661 0.534352998794
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq5/frame00047.png 21.0186 -1.66241 -59.4772 0.636468 -0.0391018 0.760336 -0.0936854 0.643268816866 0.385413443432
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq1/frame00072.png 24.3653 -1.66173 -64.1797 0.707214 -0.0290696 0.703357 -0.039011 0.888431841778 0.928520897626
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq1/frame00073.png 23.2872 -1.68491 -64.2011 0.752213 -0.0317624 0.6631 -0.0381002 0.569085329792 0.458436944766
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq1/frame00074.png 22.8536 -1.64622 -64.3591 0.762783 -0.0334468 0.652538 -0.0408184 0.922561817903 0.263813242035
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq1/frame00075.png 22.1536 -1.61784 -64.3018 0.764434 -0.0356941 0.650122 -0.0399615 0.912506787538 0.161897945
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq1/frame00076.png 21.237 -1.58097 -63.925 0.75036 -0.0390911 0.662682 -0.0418949 0.620086637011 0.29039844272
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq1/frame00077.png 20.8531 -1.62399 -63.7078 0.723813 -0.0410643 0.694068 -0.0277659 0.747018880175 0.453609141011
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq1/frame00078.png 20.522 -1.65239 -63.3693 0.701062 -0.0407937 0.714691 -0.0288127 0.768731510444 0.830741268353
D:/_git/posenet/PoseNet_Dataset/KingsCollege/seq1/frame00071.png 25.0088 -1.67973 -63.5382 0.673672 -0.0243328 0.73483 -0.0409561 0.637088547277 0.354724362549
